user_id,sku_id
202291,53638
202295,63006
202298,154636
202305,12564
202306,69355
202308,79636
202315,7746
202319,37638
202335,14604
202341,123773
202347,32465
202351,21147
202352,160476
202353,111225
202356,57018
202361,92199
202375,146704
202387,123578
202398,60861
202405,109093
202406,62351
202407,113305
202409,62863
202410,63006
202413,157827
202419,103588
202423,60861
202428,101181
202431,169819
202443,18412
202445,59175
202449,156897
202466,69209
202483,79520
202484,12564
202485,138778
202490,79636
202492,128988
202493,147796
202494,63006
202499,142477
202510,24371
202512,94482
202520,131300
202526,73398
202527,165249
202531,14433
202532,120189
202534,97025
202537,22876
202539,77571
202541,153395
202543,135409
202552,103652
202554,71110
202558,12564
202560,79520
202562,38222
202563,154636
202569,25448
202579,24371
202582,152872
202593,89802
202598,124997
202599,3318
202619,14433
202649,146704
202657,12564
202663,18412
202664,153395
202667,95850
202677,78335
202678,79520
202679,101181
202682,154636
202684,154636
202689,77571
202697,133436
202700,63006
202703,13324
202706,12564
202707,142477
202714,131300
202726,77571
202728,128988
202737,95850
202745,5505
202751,20308
202755,4919
202763,127804
202765,154636
202771,31662
202779,64794
202782,88295
202784,136144
202786,14163
202788,62351
202789,169819
202802,134084
202803,146704
202804,145895
202807,164258
202808,63006
202821,52343
202823,63006
202826,127735
202859,109728
202867,77571
202870,154636
202872,102090
202880,166354
202881,154823
202886,116489
202894,103132
202895,58475
202896,128462
202900,69209
202912,63229
202923,79520
202935,15106
202940,12564
202945,63551
202950,154636
202958,103234
202970,101181
202976,80030
202982,109083
202985,37638
202986,72471
202989,31662
202994,158569
202996,75877
203000,166354
203001,4333
203004,103234
203006,69209
203017,62863
203021,144549
203026,34624
203028,24371
203031,17242
203042,122664
203048,164258
203064,123184
203072,154636
203075,81462
203081,12564
203085,164544
203088,168651
203091,70839
203102,142140
203112,52343
203113,105166
203120,151327
203125,154636
203147,9702
203148,103234
203153,89802
203155,12224
203158,77633
203173,138853
203176,131300
203187,21457
203190,38222
203192,47193
203201,146704
203210,149641
203214,24371
203215,124714
203223,164506
203228,16127
203238,79636
203242,164211
203244,63006
203254,148421
203265,149641
203272,73147
203273,20308
203278,63006
203285,77571
203286,48895
203295,146704
203304,119979
203307,89802
203315,152478
203318,146704
203320,14163
203321,36100
203327,124997
203335,126906
203337,18412
203338,73398
203344,52343
203346,12564
203357,10470
203359,6533
203363,57018
203368,164252
203369,152478
203373,12564
203375,52343
203384,24423
203399,38639
203403,88295
203408,154636
203409,40326
203417,154636
203424,123735
203430,131300
203432,12564
203435,12564
203442,156064
203443,5505
203445,14163
203450,14604
203451,166354
203452,105064
203453,32465
203455,128988
203460,62863
203461,14577
203464,38639
203465,114113
203466,85557
203470,164318
203471,84409
203493,18412
203514,152478
203515,14433
203521,97025
203523,135187
203527,7449
203532,154636
203535,56792
203538,146704
203539,129010
203543,164318
203552,131300
203553,78694
203554,124431
203572,63006
203590,43062
203614,60833
203615,15259
203631,154636
203642,69209
203645,31662
203647,151327
203649,12564
203653,145946
203656,63006
203660,89802
203673,75877
203674,13057
203675,91393
203679,109093
203680,75877
203682,5505
203698,20308
203701,13933
203703,160208
203710,46990
203720,52343
203723,37957
203725,20308
203727,68767
203736,97097
203737,52343
203741,3067
203746,5825
203749,142477
203751,128988
203754,75877
203755,62863
203756,34782
203772,144267
203773,133477
203776,110279
203780,6533
203781,129992
203792,63006
203799,52343
203809,88791
203810,32465
203815,154636
203819,83144
203820,38639
203827,75877
203828,52343
203840,103132
203844,106759
203847,12564
203867,70839
203874,89802
203876,116489
203878,52343
203882,30827
203892,149641
203894,5505
203895,131300
203899,81462
203901,25987
203913,126335
203917,73842
203920,18412
203921,153395
203930,12564
203933,169819
203936,24371
203938,60861
203946,5505
203953,170959
203958,14163
203959,126906
203964,138151
203969,14433
203972,151327
203978,32465
203981,6809
203983,70839
203985,12540
203994,57018
203995,168651
204000,26372
204017,63006
204021,52343
204023,125756
204025,149854
204030,71110
204031,119979
204033,34314
204037,42199
204040,12564
204045,5505
204058,120991
204059,65520
204062,126146
204065,75877
204066,94795
204067,121033
204070,60230
204076,57161
204079,126146
204080,144549
204085,169819
204086,5825
204087,160476
204089,118167
204090,52343
204104,41428
204107,4723
204113,37995
204116,60230
204117,119321
204127,146704
204131,77723
204136,75877
204144,52343
204145,146704
204146,37638
204148,60861
204151,59175
204157,61531
204160,18103
204163,115495
204185,5505
204186,107012
204193,47895
204196,164258
204217,13334
204226,63006
204229,151940
204230,18412
204236,147796
204240,75877
204242,6533
204245,152478
204251,29622
204261,32774
204270,24371
204280,31662
204283,70873
204284,168651
204291,62863
204298,149641
204299,53638
204301,65233
204306,63006
204310,63006
204312,79520
204313,4723
204315,151327
204318,144267
204325,20308
204326,21150
204329,32465
204332,153395
204338,151940
204348,15661
204357,164258
204363,81708
204364,167310
204368,156064
204374,37957
204377,152478
204378,160750
204384,65520
204392,149641
204398,13334
204402,60230
204405,75877
204415,43449
204416,16141
204419,151760
204424,79520
204428,38639
204435,90444
204438,26580
204445,83384
204446,131300
204455,73469
204456,149641
204459,5239
204464,63006
204472,87565
204479,60230
204480,140807
204484,45813
204486,88295
204488,31662
204495,154636
204496,160476
204503,14433
204506,12564
204508,81462
204510,69355
204511,63006
204518,166707
204522,69355
204526,12564
204528,60861
204531,160750
204536,78694
204537,109728
204545,167985
204548,149854
204549,110779
204554,67829
204556,12564
204557,130291
204560,152872
204561,75877
204562,56234
204569,24371
204574,32465
204583,62863
204584,88524
204598,37638
204612,60230
204613,68767
204615,85049
204619,75771
204620,93180
204624,125756
204636,124997
204637,123163
204641,135409
204644,6533
204645,80030
204654,20308
204655,21147
204663,49126
204664,149641
204665,22438
204671,152478
204679,18412
204681,14433
204683,149641
204694,281
204699,12564
204703,85689
204705,145895
204710,166707
204711,52343
204712,166354
204714,79520
204722,103588
204725,12564
204727,154636
204737,103652
204744,161792
204747,142667
204748,9522
204750,14163
204756,37638
204758,81708
204759,154636
204764,85557
204766,89802
204770,134084
204777,131300
204778,127244
204780,79520
204787,78304
204798,47895
204813,9702
204822,138778
204825,79520
204831,141460
204838,59175
204842,57161
204845,108824
204848,48895
204856,147796
204858,85557
204861,168651
204863,18412
204864,152478
204867,124997
204870,31662
204872,73469
204873,132782
204876,120532
204880,52476
204881,109728
204884,68767
204885,71110
204888,52343
204891,107012
204896,15259
204897,134084
204905,77488
204906,63006
204920,276
204929,128988
204931,155017
204937,12564
204940,109083
204941,102527
204956,61226
204961,138194
204962,6486
204967,18103
204972,71110
204989,149641
204992,131300
204995,102527
204998,152478
205003,63229
205014,75877
205018,58728
205023,62863
205027,149641
205031,103652
205033,166707
205037,88975
205039,18412
205045,24371
205052,145946
205057,77221
205062,83384
205064,9702
205065,154636
205072,3067
205079,63006
205081,131300
205088,146704
205089,54512
205091,69209
205094,14163
205097,72767
205098,94944
205099,164258
205102,47107
205103,132782
205105,103014
205106,60230
205115,84409
205116,14433
205124,147796
205140,107012
205143,38222
205146,123184
205151,52343
205153,63006
205158,84409
205159,63006
205163,63006
205164,105166
205170,69858
205173,14163
205174,109083
205183,69586
205184,154636
205185,60230
205187,132417
205199,93295
205202,146704
205203,69209
205206,57018
205208,146523
205212,92260
205213,154636
205229,52343
205234,66291
205239,61531
205245,24371
205248,80030
205249,7449
205255,132782
205258,24371
205262,15258
205265,22499
205269,97025
205272,68767
205280,37957
205287,12564
205297,48895
205305,63006
205308,127735
205314,146704
205317,67755
205328,75877
205333,32465
205343,57161
205345,154636
205349,145895
205352,140807
205355,5204
205356,88295
205366,152478
205374,14577
205379,9522
205382,40336
205387,154636
205389,156331
205390,123773
205392,12564
205398,164258
205399,103652
205411,126146
205420,39425
205441,142477
205442,46990
205443,32465
205462,36371
205465,57018
205468,155017
205474,27061
205480,27304
205481,146704
205484,25987
205485,103890
205490,70839
205493,21147
205497,32465
205505,94944
205506,27592
205517,59175
205523,149641
205526,146704
205529,39830
205530,38639
205531,92909
205533,21147
205535,77723
205536,80030
205538,149854
205539,31662
205540,146704
205542,62351
205548,75877
205553,147796
205560,149725
205573,32465
205578,57161
205582,146704
205583,47895
205587,9751
205598,5825
205604,60230
205605,34724
205607,138778
205609,55715
205610,124431
205613,131300
205618,126146
205623,90294
205625,154636
205628,152872
205633,31662
205638,89802
205644,32465
205651,80030
205654,32465
205655,153551
205658,149641
205664,61531
205672,58959
205673,149641
205675,12564
205676,148434
205679,88295
205682,44854
205684,14577
205685,154823
205692,48895
205695,147796
205696,99646
205700,32465
205702,167310
205703,36023
205710,157597
205720,25187
205722,79520
205725,9702
205726,61226
205727,97502
205733,5825
205734,109105
205735,126146
205737,170413
205742,103234
205746,149854
205749,15661
205754,64974
205756,131300
205759,147796
205776,128988
205779,103234
205781,71487
205782,38639
205784,134619
205790,20878
205794,78537
205805,5505
205807,30655
205811,12564
205815,36371
205817,149641
205819,160476
205820,166354
205829,142667
205834,149854
205836,52343
205838,63775
205841,154636
205844,146704
205845,149641
205846,69209
205854,63006
205858,63844
205859,19762
205861,69209
205867,77723
205868,73469
205870,60230
205878,109728
205879,9702
205881,162341
205882,143429
205883,65520
205885,90621
205888,84288
205890,5825
205893,154636
205894,63006
205897,126906
205901,147796
205918,12564
205919,139565
205925,6533
205926,121850
205929,142497
205935,109083
205938,31662
205941,12564
205948,121850
205949,31662
205952,156064
205953,60230
205955,31662
205956,32465
205957,149641
205961,149641
205964,108858
205965,32465
205969,63006
205971,146704
205975,138493
205976,47895
205984,57161
205988,24371
205990,73469
205995,60230
206000,138151
206002,32465
206003,16427
206004,24371
206006,76297
206007,32465
206008,18412
206023,61531
206025,65520
206030,145990
206031,22167
206038,131300
206042,132580
206049,149854
206051,26372
206052,62351
206055,52343
206056,154636
206059,18412
206063,69209
206064,156064
206066,27858
206086,120878
206088,6533
206090,62863
206092,79520
206097,146523
206099,79520
206105,90621
206107,152478
206108,36307
206113,23675
206119,37957
206121,103132
206123,32465
206130,146704
206134,70839
206136,168651
206138,75877
206139,12564
206145,42940
206146,26133
206147,111225
206151,154636
206152,85557
206153,152478
206164,52343
206165,77488
206170,31662
206172,149854
206181,118167
206182,145946
206185,53908
206187,31662
206191,147796
206192,149295
206193,12564
206194,154636
206196,146704
206199,39425
206201,116746
206203,69355
206204,36281
206205,69209
206216,149641
206220,131300
206221,62829
206226,68615
206232,36171
206234,142762
206239,38955
206240,52343
206242,101181
206247,154636
206252,64974
206257,138778
206260,57161
206270,149641
206272,93295
206278,12564
206279,153551
206284,109726
206286,24679
206287,32465
206288,47107
206289,143648
206292,91393
206299,94482
206301,118008
206302,146704
206308,5825
206309,94561
206314,109022
206316,56792
206321,160931
206322,164252
206323,38222
206326,92909
206330,151327
206335,107012
206341,149854
206345,12564
206351,103234
206355,115863
206361,130829
206365,18412
206368,24371
206371,153551
206373,154636
206376,112332
206379,39830
206382,13334
206383,26788
206385,44854
206391,154636
206393,154636
206394,81708
206395,60230
206396,62351
206403,146704
206408,103234
206411,138778
206413,154636
206417,18412
206421,69209
206422,153551
206428,21147
206431,36307
206432,101181
206435,4723
206437,61531
206439,81462
206441,153395
206446,15259
206448,77221
206450,112332
206451,49126
206452,52343
206453,92909
206454,81708
206455,149641
206456,144129
206458,79636
206462,68039
206464,121950
206465,42721
206466,157426
206471,47895
206472,16141
206473,153551
206474,77571
206475,149641
206478,78412
206483,117011
206484,57018
206488,58475
206490,166707
206494,154059
206496,114409
206498,14163
206513,42721
206515,15258
206523,125363
206525,32465
206527,12564
206528,164143
206530,52343
206531,84389
206533,34314
206534,24371
206536,134330
206539,94482
206540,101664
206543,81462
206545,14433
206548,12564
206550,5505
206552,169819
206556,5505
206557,44854
206558,12564
206559,57018
206562,81462
206568,44854
206569,169819
206570,52343
206574,61531
206576,69209
206578,131300
206580,156064
206586,103652
206589,57386
206592,154636
206596,38639
206597,47895
206598,154012
206600,154636
206601,71110
206604,24371
206606,126146
206608,48895
206611,112332
206615,15259
206617,5825
206620,12564
206621,128988
206624,13334
206627,15259
206628,124997
206630,60230
206634,149641
206635,109083
206636,149641
206638,131300
206640,153551
206642,107012
206643,109726
206646,103234
206648,151327
206649,164252
206650,69416
206651,62351
206656,47193
206657,115851
206661,85557
206663,52343
206666,12564
206668,13334
206670,127425
206672,11640
206673,118008
206674,131300
206680,84409
206681,153551
206683,9702
206686,32465
206695,125756
206698,113452
206707,164258
206709,126146
206711,37957
206713,81462
206714,68615
206718,152478
206722,164258
206727,18412
206730,70839
206732,92372
206733,93295
206735,79636
206737,95735
206738,95850
206739,75836
206741,149641
206743,142477
206744,69209
206748,152478
206749,155707
206752,166707
206755,18412
206756,103652
206758,21147
206761,56792
206764,108859
206765,128988
206768,63006
206769,84389
206770,7449
206775,32465
206776,90294
206777,149295
206778,62476
206779,55849
206780,24371
206784,6533
206785,138853
206787,135187
206789,134084
206790,73147
206791,128567
206793,74517
206794,24371
206797,13334
206798,149641
206799,24371
206802,31662
206803,147796
206805,62863
206808,169819
206809,6533
206810,116489
206812,154636
206814,126535
206815,31662
206816,75525
206819,151992
206820,109083
206821,146704
206824,12564
206825,57161
206828,52343
206831,24371
206832,57018
206834,33445
206835,128567
206837,15661
206838,138778
206839,166354
206842,107012
206843,63006
206844,34314
206847,61226
206848,144635
206851,47895
206853,12564
206855,7881
206856,24371
206857,75877
206858,24371
206860,130563
206863,134289
206870,85557
206871,149641
206872,77571
206873,160476
206875,126146
206876,103234
206877,57018
206878,52343
206879,12564
206882,68293
206883,168651
206884,84409
206889,84409
206891,147796
206892,119979
206893,14577
206899,169819
206900,103652
206901,62351
206902,15259
206903,12564
206904,46990
206905,164211
206907,85719
206909,31662
206910,26372
206912,52343
206914,128988
206915,34517
206923,131300
206925,79520
206927,53638
206929,37957
206932,146704
206933,106714
206937,149641
206938,32774
206939,60861
206941,57161
206943,28295
206945,12564
206946,72073
206951,79520
206953,16141
206954,154636
206958,94561
206959,70839
206960,154636
206970,160476
206972,168136
206974,52343
206977,6533
206982,92909
206987,142809
206989,160476
206990,48895
206996,31662
206997,47895
207006,32465
207008,166707
207009,160476
207011,90621
207015,147796
207016,95850
207019,31149
207021,44854
207023,109726
207028,107973
207031,152478
207034,63006
207046,122068
207050,55849
207052,31662
207055,24371
207056,166707
207060,32465
207062,163774
207063,140687
207064,131300
207069,163495
207070,34724
207071,68767
207072,166707
207079,166707
207080,103234
207082,24371
207084,152478
207086,162341
207088,152478
207090,63006
207094,31662
207095,154636
207096,57018
207098,31662
207099,166707
207100,81462
207102,15259
207107,79636
207108,169819
207112,146704
207114,84389
207121,15259
207123,62231
207124,32465
207125,32465
207128,12564
207130,52343
207135,18412
207138,164252
207143,101181
207148,27254
207149,154636
207156,31662
207157,46911
207158,52343
207159,63006
207164,37995
207169,72508
207170,34314
207171,134330
207172,31662
207176,52343
207181,77723
207183,164252
207185,9702
207189,152478
207190,52343
207196,164258
207202,135187
207204,31662
207207,119657
207211,79520
207217,64177
207218,31662
207223,125756
207231,149223
207232,105023
207233,59175
207236,69586
207238,14294
207239,13785
207244,44854
207246,149641
207248,17470
207253,147796
207255,145990
207256,79636
207257,98714
207274,69355
207276,32465
207277,64467
207280,12564
207281,50121
207282,146704
207283,154636
207284,103652
207285,63006
207302,63006
207305,166955
207323,128988
207327,1676
207355,75877
207364,55092
207367,45392
207369,101181
207371,24090
207372,166707
207373,62476
207376,131300
207384,12564
207389,5825
207396,151327
207413,57018
207414,131300
207419,52343
207424,12564
207426,18412
207429,119979
207436,138778
207444,63006
207447,134555
207463,51371
207467,149295
207469,159166
207474,116497
207476,112332
207480,92909
207497,84389
207500,52343
207502,13334
207506,12564
207508,138778
207512,42199
207516,169819
207517,61226
207529,5825
207530,120991
207533,63006
207537,111225
207548,65520
207550,122068
207555,63006
207559,21147
207562,24810
207569,81865
207574,149641
207586,65520
207593,152872
207595,63006
207598,101181
207603,169819
207605,75877
207606,133029
207612,32465
207614,36171
207620,84389
207621,88295
207623,166707
207629,57018
207630,166707
207639,146704
207649,6754
207653,46191
207660,52343
207669,63006
207670,151376
207675,5825
207676,149641
207678,14577
207683,7788
207689,101181
207695,42868
207704,109728
207705,38222
207707,81462
207715,55143
207722,125756
207723,27858
207725,111225
207741,164258
207746,32465
207748,125756
207749,69209
207753,28295
207757,103652
207760,146704
207786,73147
207787,39253
207788,109728
207806,164682
207807,154636
207810,142477
207824,166354
207837,88792
207844,164544
207845,115851
207869,89802
207870,81462
207877,79636
207893,169819
207894,138151
207895,44854
207899,38222
207913,97025
207914,1020
207919,128988
207922,57018
207945,12360
207947,88295
207949,94405
207951,154636
207955,119979
207971,126394
207974,92909
207983,21457
207987,52476
207993,169819
207997,83144
208025,12564
208029,97502
208041,38639
208043,63006
208061,166707
208069,31662
208082,138151
208083,25987
208093,63006
208100,146704
208106,42199
208110,28295
208111,123578
208117,24371
208134,142140
208138,63006
208143,6533
208144,154636
208147,159166
208148,92909
208156,92909
208157,112604
208159,152478
208171,20507
208176,5505
208177,12564
208179,169213
208180,49178
208181,12564
208191,25362
208193,65233
208199,58388
208200,12564
208204,164318
208213,83384
208215,152478
208216,18412
208217,38639
208223,94482
208225,5505
208240,12564
208263,6533
208276,38639
208293,151541
208298,95850
208311,36371
208313,79520
208314,36307
208325,142140
208338,154636
208353,147901
208363,37638
208369,122664
208386,52343
208388,71098
208389,47193
208391,56792
208399,20308
208411,4919
208414,21147
208419,63006
208421,120211
208436,63006
208438,112274
208439,105559
208453,131300
208456,42199
208489,15259
208492,71098
208501,9702
208504,74517
208506,57018
208512,62476
208518,125756
208523,52343
208526,23696
208527,31662
208533,169819
208534,24371
208545,154636
208548,61226
208553,52343
208555,170561
208558,77571
208564,21147
208565,121522
208567,119979
208586,80030
208588,50688
208590,12564
208599,18412
208608,32465
208620,65520
208622,164258
208625,21147
208631,13334
208632,149641
208633,69355
208635,167518
208636,15391
208638,31668
208641,57161
208643,64974
208647,31662
208649,147796
208656,88295
208660,52195
208670,40336
208672,5825
208673,152478
208674,47895
208678,63006
208682,94405
208685,38639
208701,12564
208705,65700
208708,15661
208715,146704
208716,68615
208720,124997
208723,32465
208729,52343
208730,74141
208733,38222
208742,31493
208744,43449
208746,96191
208747,125730
208756,75525
208766,42199
208768,144589
208772,88295
208773,18412
208778,12564
208779,56632
208799,77571
208802,36307
208808,55143
208817,163392
208823,160476
208843,149854
208845,69209
208849,135409
208850,7881
208851,26372
208876,107012
208879,83144
208887,9566
208888,116489
208890,24371
208905,61531
208906,136244
208909,18103
208911,124997
208913,154636
208915,47107
208919,67755
208924,141200
208928,83144
208929,42199
208946,138778
208950,37957
208956,103234
208959,146704
208971,142140
208972,169819
208979,21147
208984,115495
208994,12564
209005,101181
209006,12564
209017,63006
209018,103234
209022,63006
209024,84389
209032,149641
209038,8571
209047,83182
209086,57018
209087,84409
209090,128988
209095,109726
209101,57018
209106,5825
209107,149641
209118,131300
209124,159439
209127,141200
209133,153551
209139,116497
209141,52343
209142,63006
209143,77571
209145,31662
209146,63006
209147,44854
209149,12564
209151,103014
209155,158152
209168,138778
209174,62863
209181,83384
209207,108071
209209,14163
209215,134619
209216,96887
209225,95850
209236,80462
209244,63006
209249,14163
209257,12564
209258,13334
209264,14844
209284,146704
209290,126906
209298,32465
209302,18412
209313,109083
209314,62863
209319,28295
209321,14181
209324,4333
209328,12564
209335,12564
209340,146704
209342,53363
209347,65783
209348,107065
209357,146704
209381,31302
209389,111225
209391,32465
209392,24371
209395,164318
209398,157827
209410,72771
209415,63006
209424,143764
209432,24679
209436,51429
209445,31662
209455,21147
209458,103652
209470,159166
209474,134619
209485,12564
209486,149641
209493,37957
209497,69355
209502,14294
209503,57018
209509,9448
209515,131300
209519,149641
209520,159166
209522,12564
209525,169819
209529,12564
209534,69355
209535,115215
209538,116746
209541,63006
209558,154636
209565,146704
209566,37957
209569,52343
209570,14163
209572,154636
209573,68767
209574,32465
209578,146704
209581,63551
209584,92331
209589,89329
209591,14433
209594,62863
209600,149641
209610,149641
209631,73427
209639,60230
209657,94944
209664,63006
209666,24371
209678,157827
209679,24423
209697,52343
209712,115863
209716,39425
209719,116489
209729,152872
209738,69355
209739,61531
209742,149641
209744,44854
209750,166707
209758,70873
209762,107012
209768,116546
209775,52343
209782,47107
209784,61226
209787,166354
209793,15117
209813,134725
209829,18412
209833,32465
209834,62351
209836,67241
209838,52343
209845,75877
209853,154636
209854,18412
209857,81462
209859,52476
209860,36371
209875,16127
209881,149641
209884,13785
209905,44854
209906,31662
209913,154636
209926,130219
209927,63006
209930,136670
209940,39425
209941,119979
209943,11640
209952,63006
209957,149641
209984,52343
209986,95850
209988,157597
209991,39387
209998,18412
210002,142140
210004,21147
210010,46359
210029,5505
210030,13334
210031,26439
210053,42199
210055,83384
210057,146704
210058,152478
210060,138151
210061,166707
210066,12564
210072,38639
210077,84389
210085,5505
210087,112332
210090,128567
210093,75525
210094,13334
210098,12564
210099,101181
210101,12564
210104,163392
210113,84409
210115,124997
210122,149641
210152,127735
210157,166707
210159,154636
210163,60230
210164,63006
210172,79520
210177,12564
210194,126478
210205,18412
210206,112727
210217,133029
210227,31662
210257,118755
210262,69209
210265,149641
210266,36307
210273,139586
210274,69586
210277,5825
210279,52343
210281,126146
210282,101181
210300,103652
210308,97025
210336,84409
210338,79520
210344,126906
210345,69209
210358,94482
210361,89802
210367,120189
210373,57018
210383,107711
210403,146704
210408,96838
210415,61531
210419,47895
210421,128988
210425,70839
210427,18412
210433,75877
210442,90294
210453,147342
210455,42199
210456,57018
210462,83144
210468,32465
210473,61531
210479,138151
210483,138778
210490,116489
210500,9702
210504,86619
210506,68767
210508,32465
210509,166707
210512,40336
210526,31662
210527,18412
210532,103234
210547,48895
210557,32465
210564,62476
210568,17470
210586,128567
210590,32465
210594,70839
210603,73398
210605,61226
210611,108399
210612,166354
210626,101181
210630,24371
210639,116546
210640,153395
210641,69230
210646,24371
210651,32465
210652,88457
210654,109093
210659,62863
210661,12564
210662,24371
210664,18412
210672,107012
210674,147901
210676,5825
210686,5505
210691,4366
210693,59175
210697,58728
210699,93169
210701,109083
210702,21147
210712,153551
210719,5825
210722,84409
210725,164211
210732,68767
210733,69209
210734,69355
210737,31662
210738,149641
210744,149641
210754,63006
210764,56792
210765,83521
210769,9702
210770,20932
210774,124997
210775,14577
210783,12564
210784,153395
210793,78694
210799,64467
210800,114132
210806,146704
210810,63006
210812,154636
210820,63006
210827,28295
210828,107012
210829,109083
210831,81462
210844,79636
210848,152478
210849,5505
210851,14433
210857,145895
210872,14433
210873,63006
210880,69355
210886,63006
210888,24371
210889,24371
210890,75877
210892,126535
210893,97097
210901,10325
210903,41795
210904,62863
210905,166707
210909,47895
210910,52343
210912,6533
210917,52343
210918,57161
210920,84389
210924,70839
210928,52343
210930,31662
210938,79520
210940,24810
210942,63006
210945,12564
210947,31662
210952,146704
210958,79520
210961,21147
210965,59820
210966,12564
210968,144549
210970,103132
210974,103234
210979,128988
210980,31662
210985,159064
210991,131300
210999,56234
211012,57018
211017,24679
211021,11090
211044,109728
211045,73469
211048,65520
211049,138853
211050,70839
211058,147796
211059,149641
211061,499
211064,14163
211067,18412
211072,12564
211074,154636
211081,24371
211083,154636
211084,123773
211094,44854
211098,117996
211099,156064
211105,47193
211110,63006
211111,151940
211116,164258
211125,69355
211133,14163
211136,63006
211141,31687
211143,164211
211163,155017
211175,24371
211178,39425
211181,142667
211184,15258
211188,51371
