,browser8,addchar8,delchar8,buy8,fav8,click8,browser4,addchar4,delchar4,buy4,fav4,click4,browser2,addchar2,delchar2,buy2,fav2,click2,user_id,sku_id
13,2.0,1.0,0.0,1.0,0.0,8.0,2.0,1.0,0.0,1.0,0.0,8.0,2.0,1.0,0.0,1.0,0.0,8.0,219213.0,14577.0
14,2.0,0.0,0.0,1.0,0.0,6.0,2.0,0.0,0.0,1.0,0.0,6.0,2.0,0.0,0.0,1.0,0.0,6.0,230032.0,93295.0
15,6.0,0.0,0.0,1.0,0.0,7.0,6.0,0.0,0.0,1.0,0.0,7.0,6.0,0.0,0.0,1.0,0.0,7.0,208102.0,12564.0
16,3.0,0.0,0.0,1.0,0.0,7.0,3.0,0.0,0.0,1.0,0.0,7.0,3.0,0.0,0.0,1.0,0.0,7.0,251548.0,61226.0
17,2.0,0.0,0.0,1.0,0.0,5.0,2.0,0.0,0.0,1.0,0.0,5.0,2.0,0.0,0.0,1.0,0.0,5.0,251548.0,142140.0
18,23.0,9.0,0.0,1.0,0.0,61.0,23.0,9.0,0.0,1.0,0.0,61.0,23.0,9.0,0.0,1.0,0.0,61.0,284769.0,24371.0
19,4.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,2.0,200736.0,149641.0
20,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,278917.0,131300.0
21,7.0,2.0,0.0,1.0,0.0,17.0,7.0,2.0,0.0,1.0,0.0,17.0,7.0,2.0,0.0,1.0,0.0,17.0,255660.0,57161.0
22,2.0,0.0,0.0,1.0,0.0,6.0,2.0,0.0,0.0,1.0,0.0,6.0,2.0,0.0,0.0,1.0,0.0,6.0,250570.0,64974.0
23,24.0,2.0,0.0,1.0,0.0,62.0,24.0,2.0,0.0,1.0,0.0,62.0,24.0,2.0,0.0,1.0,0.0,62.0,249474.0,37995.0
24,1.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,4.0,293262.0,40336.0
25,8.0,3.0,0.0,1.0,0.0,19.0,8.0,3.0,0.0,1.0,0.0,19.0,8.0,3.0,0.0,1.0,0.0,19.0,234668.0,166354.0
26,14.0,0.0,0.0,1.0,0.0,45.0,14.0,0.0,0.0,1.0,0.0,45.0,14.0,0.0,0.0,1.0,0.0,45.0,265239.0,116489.0
27,3.0,1.0,0.0,1.0,0.0,10.0,3.0,1.0,0.0,1.0,0.0,10.0,3.0,1.0,0.0,1.0,0.0,10.0,226467.0,57018.0
28,3.0,1.0,1.0,1.0,0.0,7.0,3.0,1.0,1.0,1.0,0.0,7.0,3.0,1.0,1.0,1.0,0.0,7.0,227812.0,70873.0
29,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,229788.0,63006.0
30,23.0,1.0,0.0,1.0,0.0,65.0,23.0,1.0,0.0,1.0,0.0,65.0,23.0,1.0,0.0,1.0,0.0,65.0,275953.0,15259.0
31,7.0,1.0,0.0,1.0,0.0,16.0,7.0,1.0,0.0,1.0,0.0,16.0,7.0,1.0,0.0,1.0,0.0,16.0,274680.0,24371.0
32,8.0,1.0,0.0,1.0,0.0,23.0,8.0,1.0,0.0,1.0,0.0,23.0,8.0,1.0,0.0,1.0,0.0,23.0,291560.0,30886.0
33,3.0,1.0,0.0,1.0,0.0,4.0,3.0,1.0,0.0,1.0,0.0,4.0,3.0,1.0,0.0,1.0,0.0,4.0,240610.0,147796.0
34,2.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,219728.0,103014.0
35,1.0,1.0,0.0,1.0,0.0,5.0,1.0,1.0,0.0,1.0,0.0,5.0,1.0,1.0,0.0,1.0,0.0,5.0,229284.0,166354.0
36,1.0,1.0,0.0,1.0,0.0,5.0,1.0,1.0,0.0,1.0,0.0,5.0,1.0,1.0,0.0,1.0,0.0,5.0,229284.0,15259.0
37,8.0,1.0,0.0,1.0,0.0,28.0,8.0,1.0,0.0,1.0,0.0,28.0,8.0,1.0,0.0,1.0,0.0,28.0,256435.0,6754.0
38,13.0,2.0,0.0,1.0,0.0,31.0,13.0,2.0,0.0,1.0,0.0,31.0,13.0,2.0,0.0,1.0,0.0,31.0,256435.0,63006.0
39,4.0,1.0,0.0,1.0,0.0,8.0,4.0,1.0,0.0,1.0,0.0,8.0,4.0,1.0,0.0,1.0,0.0,8.0,231916.0,85557.0
40,6.0,1.0,0.0,1.0,0.0,27.0,6.0,1.0,0.0,1.0,0.0,27.0,6.0,1.0,0.0,1.0,0.0,27.0,280639.0,47193.0
41,7.0,0.0,0.0,1.0,0.0,21.0,7.0,0.0,0.0,1.0,0.0,21.0,7.0,0.0,0.0,1.0,0.0,21.0,249165.0,73469.0
42,9.0,3.0,0.0,1.0,0.0,17.0,9.0,3.0,0.0,1.0,0.0,17.0,9.0,3.0,0.0,1.0,0.0,17.0,201870.0,16141.0
43,10.0,1.0,0.0,1.0,0.0,40.0,10.0,1.0,0.0,1.0,0.0,40.0,10.0,1.0,0.0,1.0,0.0,40.0,281860.0,15259.0
44,1.0,1.0,0.0,1.0,0.0,8.0,1.0,1.0,0.0,1.0,0.0,8.0,1.0,1.0,0.0,1.0,0.0,8.0,272275.0,154636.0
45,3.0,1.0,0.0,1.0,0.0,8.0,3.0,1.0,0.0,1.0,0.0,8.0,3.0,1.0,0.0,1.0,0.0,8.0,218008.0,103014.0
46,6.0,1.0,0.0,1.0,0.0,14.0,6.0,1.0,0.0,1.0,0.0,14.0,6.0,1.0,0.0,1.0,0.0,14.0,220738.0,63006.0
47,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,226556.0,40336.0
48,4.0,1.0,0.0,1.0,0.0,3.0,4.0,1.0,0.0,1.0,0.0,3.0,4.0,1.0,0.0,1.0,0.0,3.0,277051.0,115851.0
49,4.0,1.0,0.0,1.0,0.0,4.0,4.0,1.0,0.0,1.0,0.0,4.0,4.0,1.0,0.0,1.0,0.0,4.0,236024.0,142667.0
50,20.0,8.0,3.0,1.0,0.0,58.0,20.0,8.0,3.0,1.0,0.0,58.0,20.0,8.0,3.0,1.0,0.0,58.0,266079.0,5825.0
51,2.0,1.0,0.0,1.0,0.0,6.0,2.0,1.0,0.0,1.0,0.0,6.0,2.0,1.0,0.0,1.0,0.0,6.0,283238.0,134084.0
52,4.0,0.0,0.0,1.0,0.0,8.0,4.0,0.0,0.0,1.0,0.0,8.0,4.0,0.0,0.0,1.0,0.0,8.0,279340.0,31662.0
53,25.0,3.0,0.0,1.0,1.0,67.0,25.0,3.0,0.0,1.0,1.0,67.0,25.0,3.0,0.0,1.0,1.0,67.0,295367.0,74517.0
54,8.0,3.0,3.0,1.0,0.0,20.0,8.0,3.0,3.0,1.0,0.0,20.0,8.0,3.0,3.0,1.0,0.0,20.0,251474.0,145895.0
55,6.0,1.0,0.0,1.0,0.0,16.0,6.0,1.0,0.0,1.0,0.0,16.0,6.0,1.0,0.0,1.0,0.0,16.0,278125.0,142477.0
56,19.0,4.0,0.0,1.0,0.0,45.0,19.0,4.0,0.0,1.0,0.0,45.0,19.0,4.0,0.0,1.0,0.0,45.0,264103.0,60861.0
57,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,203290.0,7881.0
58,8.0,1.0,0.0,1.0,0.0,25.0,8.0,1.0,0.0,1.0,0.0,25.0,8.0,1.0,0.0,1.0,0.0,25.0,270453.0,149641.0
59,9.0,1.0,0.0,1.0,0.0,30.0,9.0,1.0,0.0,1.0,0.0,30.0,9.0,1.0,0.0,1.0,0.0,30.0,270453.0,126906.0
60,13.0,2.0,0.0,1.0,0.0,29.0,13.0,2.0,0.0,1.0,0.0,29.0,13.0,2.0,0.0,1.0,0.0,29.0,286628.0,14577.0
61,3.0,1.0,0.0,1.0,0.0,10.0,3.0,1.0,0.0,1.0,0.0,10.0,3.0,1.0,0.0,1.0,0.0,10.0,254799.0,12540.0
62,7.0,2.0,0.0,1.0,0.0,16.0,7.0,2.0,0.0,1.0,0.0,16.0,7.0,2.0,0.0,1.0,0.0,16.0,299415.0,81462.0
63,6.0,2.0,0.0,1.0,0.0,31.0,6.0,2.0,0.0,1.0,0.0,31.0,6.0,2.0,0.0,1.0,0.0,31.0,303037.0,36171.0
64,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,273098.0,24371.0
65,6.0,2.0,1.0,1.0,1.0,25.0,6.0,2.0,1.0,1.0,1.0,25.0,6.0,2.0,1.0,1.0,1.0,25.0,200719.0,123773.0
66,3.0,3.0,0.0,1.0,1.0,11.0,3.0,3.0,0.0,1.0,1.0,11.0,3.0,3.0,0.0,1.0,1.0,11.0,289122.0,60861.0
67,6.0,1.0,0.0,1.0,0.0,17.0,6.0,1.0,0.0,1.0,0.0,17.0,6.0,1.0,0.0,1.0,0.0,17.0,218185.0,24371.0
68,3.0,1.0,0.0,1.0,0.0,5.0,3.0,1.0,0.0,1.0,0.0,5.0,3.0,1.0,0.0,1.0,0.0,5.0,278749.0,38222.0
69,4.0,1.0,0.0,1.0,0.0,5.0,4.0,1.0,0.0,1.0,0.0,5.0,4.0,1.0,0.0,1.0,0.0,5.0,216537.0,44854.0
70,8.0,2.0,1.0,1.0,0.0,12.0,8.0,2.0,1.0,1.0,0.0,12.0,8.0,2.0,1.0,1.0,0.0,12.0,216537.0,37995.0
71,4.0,2.0,0.0,1.0,0.0,4.0,4.0,2.0,0.0,1.0,0.0,4.0,4.0,2.0,0.0,1.0,0.0,4.0,216537.0,142140.0
72,1.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,3.0,239293.0,81708.0
73,3.0,9.0,2.0,1.0,0.0,5.0,3.0,9.0,2.0,1.0,0.0,5.0,3.0,9.0,2.0,1.0,0.0,5.0,215255.0,128747.0
74,1.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,4.0,200833.0,129010.0
75,1.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,4.0,200833.0,153395.0
76,7.0,2.0,0.0,1.0,0.0,8.0,7.0,2.0,0.0,1.0,0.0,8.0,7.0,2.0,0.0,1.0,0.0,8.0,213445.0,84389.0
77,4.0,1.0,0.0,1.0,0.0,10.0,4.0,1.0,0.0,1.0,0.0,10.0,4.0,1.0,0.0,1.0,0.0,10.0,213445.0,109728.0
78,3.0,1.0,0.0,1.0,0.0,12.0,3.0,1.0,0.0,1.0,0.0,12.0,3.0,1.0,0.0,1.0,0.0,12.0,215255.0,73469.0
79,6.0,2.0,0.0,1.0,0.0,25.0,6.0,2.0,0.0,1.0,0.0,25.0,6.0,2.0,0.0,1.0,0.0,25.0,269709.0,24371.0
80,1.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,3.0,240360.0,31662.0
81,4.0,1.0,0.0,1.0,0.0,17.0,4.0,1.0,0.0,1.0,0.0,17.0,4.0,1.0,0.0,1.0,0.0,17.0,240360.0,154636.0
82,8.0,0.0,0.0,1.0,0.0,18.0,8.0,0.0,0.0,1.0,0.0,18.0,8.0,0.0,0.0,1.0,0.0,18.0,249529.0,40399.0
83,19.0,1.0,0.0,1.0,0.0,58.0,19.0,1.0,0.0,1.0,0.0,58.0,19.0,1.0,0.0,1.0,0.0,58.0,275237.0,166354.0
84,7.0,3.0,0.0,1.0,0.0,0.0,7.0,3.0,0.0,1.0,0.0,0.0,7.0,3.0,0.0,1.0,0.0,0.0,279857.0,149641.0
85,8.0,1.0,0.0,1.0,0.0,26.0,8.0,1.0,0.0,1.0,0.0,26.0,8.0,1.0,0.0,1.0,0.0,26.0,279857.0,21147.0
86,11.0,4.0,0.0,1.0,0.0,38.0,11.0,4.0,0.0,1.0,0.0,38.0,11.0,4.0,0.0,1.0,0.0,38.0,228199.0,75877.0
87,3.0,1.0,0.0,1.0,0.0,9.0,3.0,1.0,0.0,1.0,0.0,9.0,3.0,1.0,0.0,1.0,0.0,9.0,216347.0,164258.0
88,3.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,201129.0,57018.0
89,3.0,0.0,0.0,1.0,0.0,7.0,3.0,0.0,0.0,1.0,0.0,7.0,3.0,0.0,0.0,1.0,0.0,7.0,297885.0,159981.0
90,5.0,1.0,0.0,1.0,0.0,10.0,5.0,1.0,0.0,1.0,0.0,10.0,5.0,1.0,0.0,1.0,0.0,10.0,219050.0,131300.0
91,2.0,1.0,0.0,1.0,0.0,4.0,2.0,1.0,0.0,1.0,0.0,4.0,2.0,1.0,0.0,1.0,0.0,4.0,294058.0,78694.0
92,19.0,4.0,0.0,1.0,0.0,39.0,19.0,4.0,0.0,1.0,0.0,39.0,19.0,4.0,0.0,1.0,0.0,39.0,208108.0,131300.0
93,16.0,12.0,6.0,1.0,0.0,95.0,16.0,12.0,6.0,1.0,0.0,95.0,16.0,12.0,6.0,1.0,0.0,95.0,226891.0,63006.0
94,11.0,1.0,0.0,1.0,0.0,24.0,11.0,1.0,0.0,1.0,0.0,24.0,11.0,1.0,0.0,1.0,0.0,24.0,273868.0,153395.0
95,6.0,0.0,0.0,1.0,0.0,10.0,6.0,0.0,0.0,1.0,0.0,10.0,6.0,0.0,0.0,1.0,0.0,10.0,275145.0,75877.0
96,2.0,1.0,0.0,1.0,0.0,9.0,2.0,1.0,0.0,1.0,0.0,9.0,2.0,1.0,0.0,1.0,0.0,9.0,224875.0,154636.0
97,1.0,1.0,0.0,1.0,0.0,5.0,1.0,1.0,0.0,1.0,0.0,5.0,1.0,1.0,0.0,1.0,0.0,5.0,290807.0,79520.0
98,8.0,4.0,0.0,1.0,0.0,30.0,8.0,4.0,0.0,1.0,0.0,30.0,8.0,4.0,0.0,1.0,0.0,30.0,292755.0,166354.0
99,9.0,1.0,0.0,1.0,0.0,27.0,9.0,1.0,0.0,1.0,0.0,27.0,9.0,1.0,0.0,1.0,0.0,27.0,238062.0,126535.0
100,4.0,1.0,0.0,1.0,0.0,4.0,4.0,1.0,0.0,1.0,0.0,4.0,4.0,1.0,0.0,1.0,0.0,4.0,262447.0,21147.0
101,6.0,1.0,1.0,1.0,0.0,4.0,6.0,1.0,1.0,1.0,0.0,4.0,6.0,1.0,1.0,1.0,0.0,4.0,267891.0,63006.0
102,2.0,1.0,0.0,1.0,0.0,4.0,2.0,1.0,0.0,1.0,0.0,4.0,2.0,1.0,0.0,1.0,0.0,4.0,250833.0,154636.0
103,1.0,2.0,0.0,1.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,3.0,290956.0,129010.0
104,5.0,1.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,262847.0,126146.0
105,4.0,1.0,0.0,1.0,0.0,16.0,4.0,1.0,0.0,1.0,0.0,16.0,4.0,1.0,0.0,1.0,0.0,16.0,303943.0,152194.0
106,3.0,1.0,0.0,1.0,0.0,11.0,3.0,1.0,0.0,1.0,0.0,11.0,3.0,1.0,0.0,1.0,0.0,11.0,223400.0,153395.0
107,26.0,5.0,0.0,1.0,0.0,43.0,26.0,5.0,0.0,1.0,0.0,43.0,26.0,5.0,0.0,1.0,0.0,43.0,222956.0,83384.0
108,11.0,1.0,0.0,1.0,0.0,22.0,11.0,1.0,0.0,1.0,0.0,22.0,11.0,1.0,0.0,1.0,0.0,22.0,285986.0,63006.0
109,9.0,1.0,0.0,1.0,0.0,26.0,9.0,1.0,0.0,1.0,0.0,26.0,9.0,1.0,0.0,1.0,0.0,26.0,253026.0,154636.0
110,17.0,8.0,4.0,1.0,0.0,0.0,17.0,8.0,4.0,1.0,0.0,0.0,17.0,8.0,4.0,1.0,0.0,0.0,277648.0,131300.0
111,8.0,1.0,0.0,1.0,0.0,29.0,8.0,1.0,0.0,1.0,0.0,29.0,8.0,1.0,0.0,1.0,0.0,29.0,240481.0,21147.0
112,3.0,1.0,0.0,1.0,0.0,19.0,3.0,1.0,0.0,1.0,0.0,19.0,3.0,1.0,0.0,1.0,0.0,19.0,250922.0,38222.0
113,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,265389.0,41101.0
114,1.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,4.0,240139.0,111225.0
115,9.0,3.0,0.0,1.0,0.0,29.0,9.0,3.0,0.0,1.0,0.0,29.0,9.0,3.0,0.0,1.0,0.0,29.0,230833.0,142477.0
116,7.0,1.0,0.0,1.0,0.0,4.0,7.0,1.0,0.0,1.0,0.0,4.0,7.0,1.0,0.0,1.0,0.0,4.0,246538.0,24371.0
117,40.0,1.0,0.0,1.0,1.0,86.0,40.0,1.0,0.0,1.0,1.0,86.0,40.0,1.0,0.0,1.0,1.0,86.0,242795.0,160752.0
118,2.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,249673.0,152478.0
119,3.0,0.0,0.0,1.0,0.0,9.0,3.0,0.0,0.0,1.0,0.0,9.0,3.0,0.0,0.0,1.0,0.0,9.0,296836.0,142140.0
120,6.0,1.0,0.0,1.0,0.0,23.0,6.0,1.0,0.0,1.0,0.0,23.0,6.0,1.0,0.0,1.0,0.0,23.0,290807.0,15259.0
121,15.0,2.0,0.0,1.0,0.0,45.0,15.0,2.0,0.0,1.0,0.0,45.0,15.0,2.0,0.0,1.0,0.0,45.0,216900.0,166354.0
122,9.0,6.0,0.0,1.0,0.0,20.0,9.0,6.0,0.0,1.0,0.0,20.0,9.0,6.0,0.0,1.0,0.0,20.0,289833.0,166707.0
123,2.0,1.0,0.0,1.0,0.0,10.0,2.0,1.0,0.0,1.0,0.0,10.0,2.0,1.0,0.0,1.0,0.0,10.0,267610.0,161594.0
124,22.0,1.0,0.0,1.0,0.0,51.0,22.0,1.0,0.0,1.0,0.0,51.0,22.0,1.0,0.0,1.0,0.0,51.0,301273.0,69209.0
125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,270171.0,72767.0
126,6.0,2.0,0.0,1.0,0.0,20.0,6.0,2.0,0.0,1.0,0.0,20.0,6.0,2.0,0.0,1.0,0.0,20.0,296072.0,152872.0
127,11.0,2.0,2.0,1.0,0.0,11.0,11.0,2.0,2.0,1.0,0.0,11.0,11.0,2.0,2.0,1.0,0.0,11.0,304180.0,154636.0
128,5.0,1.0,0.0,1.0,0.0,15.0,5.0,1.0,0.0,1.0,0.0,15.0,5.0,1.0,0.0,1.0,0.0,15.0,229915.0,24371.0
129,3.0,3.0,0.0,1.0,0.0,13.0,3.0,3.0,0.0,1.0,0.0,13.0,3.0,3.0,0.0,1.0,0.0,13.0,230342.0,147796.0
130,5.0,0.0,0.0,1.0,0.0,10.0,5.0,0.0,0.0,1.0,0.0,10.0,5.0,0.0,0.0,1.0,0.0,10.0,275545.0,111225.0
131,1.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,4.0,213123.0,57161.0
132,3.0,2.0,0.0,1.0,0.0,17.0,3.0,2.0,0.0,1.0,0.0,17.0,3.0,2.0,0.0,1.0,0.0,17.0,213123.0,79520.0
133,10.0,1.0,0.0,1.0,0.0,35.0,10.0,1.0,0.0,1.0,0.0,35.0,10.0,1.0,0.0,1.0,0.0,35.0,289051.0,47193.0
134,6.0,1.0,0.0,1.0,0.0,12.0,6.0,1.0,0.0,1.0,0.0,12.0,6.0,1.0,0.0,1.0,0.0,12.0,200325.0,31662.0
135,4.0,0.0,0.0,1.0,0.0,5.0,4.0,0.0,0.0,1.0,0.0,5.0,4.0,0.0,0.0,1.0,0.0,5.0,232017.0,63006.0
136,2.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,271710.0,18412.0
137,4.0,2.0,0.0,1.0,0.0,10.0,4.0,2.0,0.0,1.0,0.0,10.0,4.0,2.0,0.0,1.0,0.0,10.0,301317.0,69209.0
138,2.0,1.0,0.0,1.0,0.0,5.0,2.0,1.0,0.0,1.0,0.0,5.0,2.0,1.0,0.0,1.0,0.0,5.0,301317.0,101181.0
139,3.0,1.0,0.0,1.0,0.0,6.0,3.0,1.0,0.0,1.0,0.0,6.0,3.0,1.0,0.0,1.0,0.0,6.0,242889.0,5505.0
140,13.0,2.0,0.0,1.0,1.0,28.0,13.0,2.0,0.0,1.0,1.0,28.0,13.0,2.0,0.0,1.0,1.0,28.0,301317.0,84409.0
141,2.0,1.0,0.0,1.0,1.0,8.0,2.0,1.0,0.0,1.0,1.0,8.0,2.0,1.0,0.0,1.0,1.0,8.0,269673.0,32465.0
142,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,298509.0,71110.0
143,4.0,0.0,0.0,1.0,0.0,9.0,4.0,0.0,0.0,1.0,0.0,9.0,4.0,0.0,0.0,1.0,0.0,9.0,270778.0,89802.0
144,5.0,1.0,0.0,1.0,1.0,6.0,5.0,1.0,0.0,1.0,1.0,6.0,5.0,1.0,0.0,1.0,1.0,6.0,208425.0,134289.0
145,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,273416.0,33095.0
146,21.0,3.0,1.0,1.0,0.0,81.0,21.0,3.0,1.0,1.0,0.0,81.0,21.0,3.0,1.0,1.0,0.0,81.0,202746.0,129010.0
147,6.0,1.0,0.0,1.0,0.0,11.0,6.0,1.0,0.0,1.0,0.0,11.0,6.0,1.0,0.0,1.0,0.0,11.0,279117.0,109093.0
148,6.0,1.0,0.0,1.0,0.0,14.0,6.0,1.0,0.0,1.0,0.0,14.0,6.0,1.0,0.0,1.0,0.0,14.0,285096.0,61226.0
149,6.0,2.0,0.0,2.0,1.0,10.0,6.0,2.0,0.0,2.0,1.0,10.0,6.0,2.0,0.0,2.0,1.0,10.0,208425.0,134289.0
150,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,289971.0,154636.0
151,13.0,4.0,1.0,1.0,0.0,45.0,13.0,4.0,1.0,1.0,0.0,45.0,13.0,4.0,1.0,1.0,0.0,45.0,223691.0,131300.0
152,3.0,1.0,0.0,1.0,0.0,6.0,3.0,1.0,0.0,1.0,0.0,6.0,3.0,1.0,0.0,1.0,0.0,6.0,235098.0,129010.0
153,10.0,0.0,0.0,1.0,0.0,24.0,10.0,0.0,0.0,1.0,0.0,24.0,10.0,0.0,0.0,1.0,0.0,24.0,207477.0,109093.0
154,20.0,2.0,0.0,1.0,1.0,58.0,20.0,2.0,0.0,1.0,1.0,58.0,20.0,2.0,0.0,1.0,1.0,58.0,232845.0,25987.0
155,7.0,0.0,0.0,1.0,0.0,14.0,7.0,0.0,0.0,1.0,0.0,14.0,7.0,0.0,0.0,1.0,0.0,14.0,219739.0,3067.0
156,6.0,1.0,0.0,1.0,0.0,15.0,6.0,1.0,0.0,1.0,0.0,15.0,6.0,1.0,0.0,1.0,0.0,15.0,235832.0,151327.0
157,3.0,1.0,0.0,1.0,0.0,15.0,3.0,1.0,0.0,1.0,0.0,15.0,3.0,1.0,0.0,1.0,0.0,15.0,244546.0,63006.0
158,8.0,5.0,0.0,1.0,0.0,20.0,8.0,5.0,0.0,1.0,0.0,20.0,8.0,5.0,0.0,1.0,0.0,20.0,236275.0,63006.0
159,3.0,1.0,0.0,1.0,0.0,11.0,3.0,1.0,0.0,1.0,0.0,11.0,3.0,1.0,0.0,1.0,0.0,11.0,282461.0,62351.0
160,2.0,1.0,0.0,1.0,0.0,5.0,2.0,1.0,0.0,1.0,0.0,5.0,2.0,1.0,0.0,1.0,0.0,5.0,263565.0,70873.0
161,3.0,1.0,0.0,1.0,0.0,10.0,3.0,1.0,0.0,1.0,0.0,10.0,3.0,1.0,0.0,1.0,0.0,10.0,273676.0,60861.0
162,1.0,1.0,0.0,1.0,0.0,5.0,1.0,1.0,0.0,1.0,0.0,5.0,1.0,1.0,0.0,1.0,0.0,5.0,240448.0,29891.0
163,11.0,1.0,0.0,1.0,1.0,19.0,11.0,1.0,0.0,1.0,1.0,19.0,11.0,1.0,0.0,1.0,1.0,19.0,207941.0,78304.0
