sku_id,a1,a2,a3,cate,brand,browse_num,addcart_num,delcart_num,buy_num,favor_num,click_num,buy_addcart_ratio,buy_browse_ratio,buy_click_ratio,buy_favor_ratio,comment_num,has_bad_comment,bad_comment_rate,average_delta_time
101181,1,1,1,8,800,11674.0,891.0,281.0,89.0,136.0,31345.0,0.0998877665544,0.0076237793387,0.00283936832031,0.654411764706,4.0,1.0,0.0198,4 days 00:43:30.696629213
101182,3,-1,-1,8,489,,,,,,,,,,,,,,
101185,3,2,2,8,214,,,,,,,,,,,2.0,0.0,0.0,
101196,2,1,2,8,124,36.0,2.0,2.0,0.0,1.0,86.0,0.0,0.0,0.0,0.0,,,,
1012,2,1,1,8,812,,,,,,,,,,,,,,
101206,3,1,-1,8,489,,,,,,,,,,,,,,
101220,3,1,2,8,571,,,,,,,,,,,,,,
101229,3,1,1,8,214,,,,,,,,,,,,,,
101234,1,1,2,8,545,,,,,,,,,,,,,,
101249,3,1,1,8,214,,,,,,,,,,,3.0,1.0,0.0789,
10125,3,2,2,8,489,,,,,,,,,,,,,,
101259,2,1,2,8,623,,,,,,,,,,,,,,
10126,1,1,1,8,658,,,,,,,,,,,,,,
101261,3,2,2,8,489,,,,,,,,,,,,,,
101263,3,1,1,8,489,,,,,,,,,,,,,,
101269,3,1,2,8,214,,,,,,,,,,,1.0,0.0,0.0,
101270,2,1,2,8,623,,,,,,,,,,,,,,
101284,3,2,-1,8,214,38.0,0.0,0.0,0.0,0.0,78.0,,0.0,0.0,,3.0,1.0,0.0909,
101290,3,-1,2,8,214,,,,,,,,,,,,,,
101292,-1,2,1,8,790,,,,,,,,,,,,,,
101293,3,1,1,8,214,,,,,,,,,,,1.0,0.0,0.0,
101296,1,2,-1,8,885,,,,,,,,,,,,,,
101299,3,2,1,8,489,,,,,,,,,,,,,,
10130,2,1,2,8,812,93.0,6.0,1.0,0.0,0.0,268.0,0.0,0.0,0.0,,3.0,1.0,0.0833,
101315,3,2,2,8,489,,,,,,,,,,,,,,
101318,1,1,1,8,545,,,,,,,,,,,,,,
101321,-1,1,2,8,556,,,,,,,,,,,2.0,0.0,0.0,
101323,1,1,1,8,800,,,,,,,,,,,,,,
101325,-1,1,-1,8,200,,,,,,,,,,,2.0,0.0,0.0,
10133,3,1,1,8,214,202.0,9.0,4.0,0.0,2.0,662.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0294,
101344,3,2,2,8,489,,,,,,,,,,,,,,
101352,1,1,1,8,885,,,,,,,,,,,4.0,1.0,0.0172,
101367,2,1,1,8,812,,,,,,,,,,,4.0,1.0,0.0424,
101371,3,2,1,8,489,72.0,0.0,0.0,0.0,0.0,144.0,,0.0,0.0,,2.0,0.0,0.0,
101375,2,1,2,8,812,,,,,,,,,,,1.0,0.0,0.0,
101378,2,2,2,8,623,,,,,,,,,,,,,,
101384,3,1,2,8,214,,,,,,,,,,,,,,
101386,2,1,2,8,124,24.0,4.0,3.0,0.0,0.0,74.0,0.0,0.0,0.0,,1.0,1.0,1.0,
101397,3,1,1,8,489,,,,,,,,,,,4.0,1.0,0.0177,
101413,1,1,2,8,693,11.0,0.0,0.0,0.0,0.0,21.0,,0.0,0.0,,4.0,1.0,0.0393,
101417,1,2,1,8,693,,,,,,,,,,,4.0,0.0,0.0,
101424,3,1,1,8,214,,,,,,,,,,,,,,
101429,3,1,2,8,214,,,,,,,,,,,,,,
101432,3,1,2,8,214,,,,,,,,,,,,,,
101443,3,1,2,8,214,32.0,0.0,0.0,0.0,0.0,74.0,,0.0,0.0,,4.0,1.0,0.0357,
101447,-1,-1,-1,8,91,,,,,,,,,,,,,,
101464,2,1,1,8,812,,,,,,,,,,,2.0,0.0,0.0,
101479,3,2,2,8,214,,,,,,,,,,,,,,
101485,3,2,2,8,214,,,,,,,,,,,,,,
101486,3,2,2,8,214,219.0,0.0,0.0,0.0,1.0,527.0,,0.0,0.0,0.0,2.0,0.0,0.0,
101511,3,-1,-1,8,214,,,,,,,,,,,,,,
101513,3,1,2,8,214,,,,,,,,,,,2.0,0.0,0.0,
101519,2,1,1,8,355,488.0,27.0,11.0,1.0,4.0,1333.0,0.037037037037,0.00204918032787,0.000750187546887,0.25,2.0,0.0,0.0,0 days 00:01:12.000000000
101520,3,-1,2,8,489,,,,,,,,,,,,,,
101521,3,1,-1,8,489,,,,,,,,,,,2.0,0.0,0.0,
10153,2,-1,1,8,124,,,,,,,,,,,,,,
101531,2,2,1,8,124,84.0,0.0,0.0,0.0,1.0,220.0,,0.0,0.0,0.0,2.0,1.0,0.5,
101537,3,1,2,8,214,,,,,,,,,,,,,,
101539,2,2,2,8,812,,,,,,,,,,,,,,
10154,3,1,2,8,214,,,,,,,,,,,,,,
101545,1,2,2,8,800,,,,,,,,,,,,,,
101546,2,1,1,8,812,,,,,,,,,,,2.0,0.0,0.0,
101548,2,2,-1,8,124,,,,,,,,,,,,,,
10155,1,1,2,8,545,,,,,,,,,,,,,,
101566,2,1,-1,8,812,,,,,,,,,,,,,,
101569,3,2,2,8,306,,,,,,,,,,,,,,
10157,2,-1,-1,8,623,,,,,,,,,,,,,,
101572,2,2,2,8,812,,,,,,,,,,,,,,
101576,3,1,2,8,489,,,,,,,,,,,,,,
101581,3,1,2,8,489,,,,,,,,,,,,,,
101583,3,1,-1,8,489,,,,,,,,,,,,,,
101598,-1,1,2,8,562,48.0,0.0,0.0,0.0,0.0,90.0,,0.0,0.0,,,,,
101599,3,-1,2,8,489,,,,,,,,,,,,,,
101600,3,1,2,8,489,,,,,,,,,,,,,,
101604,-1,1,1,8,801,17.0,2.0,1.0,0.0,0.0,49.0,0.0,0.0,0.0,,,,,
101608,1,1,2,8,800,,,,,,,,,,,,,,
101612,3,1,2,8,214,,,,,,,,,,,,,,
101618,3,2,2,8,214,,,,,,,,,,,,,,
101622,3,1,2,8,489,,,,,,,,,,,,,,
101624,1,1,2,8,800,,,,,,,,,,,,,,
101638,1,2,2,8,30,,,,,,,,,,,,,,
101642,1,1,1,8,545,73.0,3.0,0.0,1.0,0.0,222.0,0.333333333333,0.013698630137,0.0045045045045,1.0,3.0,1.0,0.0769,0 days 22:29:32.000000000
101648,2,1,2,8,812,,,,,,,,,,,1.0,0.0,0.0,
101656,2,1,1,8,124,,,,,,,,,,,3.0,1.0,0.122,
101658,3,-1,2,8,489,,,,,,,,,,,1.0,0.0,0.0,
101664,1,1,2,8,693,8811.0,375.0,175.0,17.0,77.0,22056.0,0.0453333333333,0.00192940642379,0.000770765324628,0.220779220779,4.0,1.0,0.0399,1 days 06:05:06.588235294
101666,3,2,1,8,214,,,,,,,,,,,,,,
101670,3,2,-1,8,214,,,,,,,,,,,,,,
101672,-1,-1,1,8,605,,,,,,,,,,,,,,
101675,2,2,2,8,623,,,,,,,,,,,,,,
101679,1,-1,1,8,375,,,,,,,,,,,,,,
101682,1,-1,-1,8,693,,,,,,,,,,,,,,
101686,3,2,1,8,489,,,,,,,,,,,,,,
101689,1,1,2,8,800,,,,,,,,,,,,,,
10171,2,1,2,8,812,,,,,,,,,,,1.0,0.0,0.0,
101713,1,1,2,8,885,264.0,8.0,4.0,0.0,4.0,730.0,0.0,0.0,0.0,0.0,2.0,1.0,0.2,
101714,2,1,1,8,124,,,,,,,,,,,2.0,1.0,0.1,
101728,1,2,2,8,885,,,,,,,,,,,,,,
101729,3,-1,1,8,214,21.0,0.0,0.0,0.0,0.0,15.0,,0.0,0.0,,2.0,0.0,0.0,
101730,-1,-1,1,8,766,,,,,,,,,,,,,,
101731,2,2,-1,8,812,,,,,,,,,,,,,,
101737,2,1,2,8,124,147.0,6.0,6.0,0.0,2.0,308.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0909,
101744,3,1,1,8,214,,,,,,,,,,,,,,
101750,2,1,2,8,124,,,,,,,,,,,,,,
101757,1,2,1,8,800,,,,,,,,,,,,,,
101763,1,1,2,8,885,,,,,,,,,,,,,,
101779,2,2,2,8,124,453.0,17.0,10.0,0.0,9.0,1339.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,
10178,1,2,1,8,800,,,,,,,,,,,,,,
10179,2,2,1,8,812,551.0,26.0,12.0,0.0,5.0,1283.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0374,
101802,3,2,2,8,214,,,,,,,,,,,3.0,0.0,0.0,
101803,3,2,2,8,571,,,,,,,,,,,,,,
101810,3,1,1,8,489,,,,,,,,,,,,,,
101813,3,2,2,8,489,,,,,,,,,,,,,,
101814,2,1,1,8,124,,,,,,,,,,,,,,
101817,3,2,-1,8,489,,,,,,,,,,,,,,
101820,3,1,-1,8,489,,,,,,,,,,,2.0,0.0,0.0,
101858,2,1,1,8,124,,,,,,,,,,,4.0,1.0,0.0385,
101868,2,1,2,8,812,,,,,,,,,,,2.0,0.0,0.0,
101871,3,2,2,8,489,,,,,,,,,,,,,,
101875,2,1,2,8,812,,,,,,,,,,,,,,
101880,1,2,1,8,403,,,,,,,,,,,,,,
101896,2,1,2,8,655,,,,,,,,,,,,,,
101903,3,1,-1,8,214,,,,,,,,,,,,,,
101911,1,-1,1,8,800,,,,,,,,,,,,,,
101926,3,1,-1,8,214,,,,,,,,,,,,,,
101931,3,1,1,8,214,,,,,,,,,,,,,,
101932,3,2,2,8,214,,,,,,,,,,,,,,
101937,3,1,2,8,489,,,,,,,,,,,,,,
101940,2,1,2,8,812,,,,,,,,,,,,,,
101953,2,1,2,8,623,,,,,,,,,,,2.0,0.0,0.0,
101957,-1,1,-1,8,244,,,,,,,,,,,,,,
10198,3,1,2,8,489,,,,,,,,,,,,,,
101984,3,-1,2,8,489,,,,,,,,,,,,,,
10199,3,2,1,8,214,,,,,,,,,,,,,,
101999,3,2,2,8,214,1.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,3.0,1.0,0.0455,
1020,3,2,1,8,214,127.0,2.0,0.0,0.0,3.0,310.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
102000,3,2,2,8,214,,,,,,,,,,,,,,
102002,3,2,1,8,214,31.0,0.0,0.0,0.0,0.0,71.0,,0.0,0.0,,4.0,0.0,0.0,
102006,3,-1,1,8,489,,,,,,,,,,,,,,
102021,2,1,-1,8,623,,,,,,,,,,,,,,
102027,1,1,2,8,885,,,,,,,,,,,,,,
102039,3,2,1,8,571,,,,,,,,,,,,,,
102042,3,2,2,8,214,,,,,,,,,,,2.0,0.0,0.0,
102053,1,2,-1,8,693,,,,,,,,,,,2.0,0.0,0.0,
102054,3,1,1,8,214,4.0,0.0,0.0,0.0,0.0,10.0,,0.0,0.0,,4.0,1.0,0.0489,
102080,2,-1,-1,8,812,,,,,,,,,,,,,,
102090,3,1,2,8,214,2150.0,80.0,31.0,2.0,27.0,5781.0,0.025,0.00093023255814,0.000345960906418,0.0740740740741,4.0,1.0,0.0539,0 days 00:49:19.000000000
102096,3,1,1,8,214,,,,,,,,,,,,,,
102098,3,2,2,8,214,1128.0,35.0,14.0,1.0,11.0,3178.0,0.0285714285714,0.000886524822695,0.000314663310258,0.0909090909091,2.0,0.0,0.0,0 days 00:20:03.000000000
102100,3,1,1,8,489,,,,,,,,,,,,,,
102102,3,1,2,8,489,,,,,,,,,,,,,,
102103,1,1,-1,8,30,,,,,,,,,,,,,,
102110,2,1,2,8,812,1833.0,52.0,37.0,3.0,17.0,4611.0,0.0576923076923,0.00163666121113,0.000650618087183,0.176470588235,4.0,1.0,0.05,9 days 18:17:46.333333333
102111,3,2,2,8,489,,,,,,,,,,,,,,
102113,-1,1,1,8,916,4.0,0.0,1.0,0.0,0.0,0.0,,0.0,,,4.0,1.0,0.144,
102125,-1,2,1,8,70,,,,,,,,,,,,,,
102129,1,1,2,8,885,,,,,,,,,,,,,,
102130,3,2,1,8,489,,,,,,,,,,,,,,
102134,3,2,1,8,489,,,,,,,,,,,,,,
10214,1,2,1,8,545,,,,,,,,,,,,,,
102142,3,1,1,8,489,,,,,,,,,,,,,,
102158,3,1,2,8,489,,,,,,,,,,,,,,
102162,3,2,1,8,489,,,,,,,,,,,,,,
102171,3,-1,1,8,489,,,,,,,,,,,,,,
102172,1,-1,-1,8,693,,,,,,,,,,,,,,
102174,1,1,1,8,403,,,,,,,,,,,4.0,1.0,0.0119,
10218,2,1,1,8,635,,,,,,,,,,,,,,
102180,3,1,2,8,489,,,,,,,,,,,,,,
102186,3,-1,-1,8,214,,,,,,,,,,,,,,
102188,3,1,2,8,489,,,,,,,,,,,,,,
102204,2,1,2,8,812,951.0,54.0,29.0,0.0,10.0,2095.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0602,
102210,-1,1,2,8,556,2.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,,4.0,1.0,0.0562,
102223,3,1,2,8,571,,,,,,,,,,,,,,
102225,1,1,2,8,800,,,,,,,,,,,2.0,0.0,0.0,
10223,3,1,1,8,214,63.0,1.0,1.0,0.0,1.0,156.0,0.0,0.0,0.0,0.0,,,,
102230,3,1,2,8,214,,,,,,,,,,,,,,
102231,3,2,2,8,214,,,,,,,,,,,3.0,1.0,0.0769,
10224,3,2,2,8,214,122.0,1.0,1.0,0.0,1.0,333.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,
102245,3,1,1,8,489,1.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,3.0,1.0,0.0571,
102247,3,1,2,8,214,,,,,,,,,,,,,,
102255,3,1,2,8,214,,,,,,,,,,,,,,
102258,2,1,1,8,635,,,,,,,,,,,,,,
102267,3,1,2,8,214,,,,,,,,,,,,,,
102271,3,2,1,8,489,,,,,,,,,,,,,,
102274,3,-1,2,8,489,,,,,,,,,,,,,,
102275,3,1,2,8,214,,,,,,,,,,,,,,
102280,3,1,2,8,489,,,,,,,,,,,,,,
102290,3,2,2,8,489,,,,,,,,,,,,,,
102291,3,2,1,8,489,,,,,,,,,,,,,,
102293,3,2,2,8,214,,,,,,,,,,,,,,
102300,3,2,1,8,214,,,,,,,,,,,,,,
102306,3,1,2,8,214,,,,,,,,,,,,,,
102309,3,1,2,8,214,,,,,,,,,,,,,,
102310,3,2,-1,8,306,,,,,,,,,,,2.0,0.0,0.0,
102312,3,1,1,8,489,,,,,,,,,,,,,,
102320,2,1,2,8,655,,,,,,,,,,,,,,
102328,1,2,2,8,403,52.0,1.0,1.0,0.0,0.0,132.0,0.0,0.0,0.0,,2.0,0.0,0.0,
102342,3,1,1,8,489,,,,,,,,,,,,,,
102344,3,1,-1,8,489,,,,,,,,,,,,,,
102350,3,-1,1,8,214,,,,,,,,,,,,,,
102351,3,2,2,8,306,,,,,,,,,,,,,,
102377,3,1,2,8,214,,,,,,,,,,,,,,
102388,3,-1,2,8,214,,,,,,,,,,,,,,
10239,3,2,2,8,489,10.0,0.0,0.0,0.0,0.0,25.0,,0.0,0.0,,4.0,1.0,0.0264,
102403,3,2,2,8,214,234.0,2.0,0.0,0.0,1.0,647.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0313,
102406,3,1,2,8,489,,,,,,,,,,,,,,
102414,3,1,2,8,489,,,,,,,,,,,,,,
102420,3,1,2,8,306,,,,,,,,,,,,,,
102428,3,1,2,8,489,,,,,,,,,,,,,,
102430,1,2,2,8,800,,,,,,,,,,,,,,
102456,3,1,-1,8,214,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,1.0,0.0,0.0,
102459,3,1,2,8,489,,,,,,,,,,,,,,
10246,3,1,1,8,214,,,,,,,,,,,3.0,0.0,0.0,
102460,1,1,2,8,30,,,,,,,,,,,,,,
102462,3,1,-1,8,489,,,,,,,,,,,,,,
10247,1,2,2,8,885,82.0,3.0,0.0,0.0,1.0,205.0,0.0,0.0,0.0,0.0,,,,
102474,3,-1,1,8,214,,,,,,,,,,,,,,
