,buy_duration
206,0 days 00:16:48.000000000
207,0 days 00:01:08.000000000
208,0 days 00:32:32.000000000
209,0 days 00:31:17.000000000
210,0 days 04:45:43.000000000
211,0 days 00:06:25.000000000
212,0 days 00:01:27.000000000
213,0 days 02:16:42.000000000
214,0 days 00:12:52.000000000
215,0 days 15:28:26.000000000
216,0 days 06:50:13.000000000
217,0 days 11:44:10.000000000
218,0 days 00:31:05.000000000
219,0 days 00:04:24.000000000
220,0 days 00:02:29.000000000
221,0 days 02:06:02.000000000
222,0 days 00:07:58.000000000
223,0 days 01:06:27.000000000
224,0 days 00:01:11.000000000
225,0 days 00:01:35.000000000
226,0 days 00:01:03.000000000
227,0 days 00:07:23.000000000
228,0 days 11:39:13.000000000
229,0 days 00:09:04.000000000
230,0 days 01:01:14.000000000
231,0 days 01:09:19.000000000
232,0 days 05:11:06.000000000
233,0 days 00:57:33.000000000
234,0 days 05:41:22.000000000
235,0 days 07:11:21.000000000
236,0 days 01:09:43.000000000
237,0 days 01:42:15.000000000
238,0 days 00:11:46.000000000
239,0 days 18:38:50.000000000
240,0 days 06:07:42.000000000
241,0 days 00:00:27.000000000
242,0 days 00:11:56.000000000
243,0 days 00:06:31.000000000
244,0 days 02:51:51.000000000
245,0 days 00:25:53.000000000
246,0 days 00:41:48.000000000
247,0 days 00:00:00.000000000
248,0 days 08:11:21.000000000
249,0 days 00:01:49.000000000
250,0 days 00:03:52.000000000
251,0 days 05:23:26.000000000
252,0 days 11:32:20.000000000
253,0 days 00:00:00.000000000
254,0 days 00:37:20.000000000
255,0 days 00:14:58.000000000
256,0 days 00:07:38.000000000
257,0 days 00:07:09.000000000
258,0 days 03:53:58.000000000
260,0 days 00:02:58.000000000
262,0 days 00:36:02.000000000
264,0 days 00:12:15.000000000
265,0 days 00:08:33.000000000
266,0 days 00:15:42.000000000
267,0 days 00:18:19.000000000
268,0 days 00:09:25.000000000
269,0 days 10:26:31.000000000
270,0 days 00:05:16.000000000
271,0 days 00:03:57.000000000
272,0 days 00:00:22.000000000
273,0 days 00:19:32.000000000
274,0 days 00:01:18.000000000
275,0 days 07:57:09.000000000
276,0 days 08:12:42.000000000
277,0 days 00:21:58.000000000
278,0 days 00:06:19.000000000
279,0 days 00:03:36.000000000
280,0 days 00:28:32.000000000
281,0 days 14:43:39.000000000
282,1 days 00:07:43.000000000
283,0 days 17:52:32.000000000
284,0 days 00:47:34.000000000
285,0 days 00:07:21.000000000
286,0 days 15:30:29.000000000
287,0 days 05:29:20.000000000
288,0 days 00:01:52.000000000
289,0 days 02:48:02.000000000
290,0 days 03:15:31.000000000
291,0 days 00:14:11.000000000
292,0 days 07:22:25.000000000
293,0 days 23:29:46.000000000
294,0 days 00:17:11.000000000
295,0 days 10:35:36.000000000
296,0 days 20:22:40.000000000
297,0 days 07:40:02.000000000
298,0 days 16:35:09.000000000
299,0 days 05:17:26.000000000
300,0 days 00:04:02.000000000
301,1 days 08:51:13.000000000
302,0 days 22:11:47.000000000
303,0 days 00:55:30.000000000
304,0 days 01:06:14.000000000
305,0 days 01:18:46.000000000
306,0 days 13:02:15.000000000
307,0 days 00:00:00.000000000
308,0 days 15:45:15.000000000
309,0 days 21:56:02.000000000
310,0 days 22:25:12.000000000
311,0 days 00:19:42.000000000
312,0 days 12:12:03.000000000
313,0 days 17:31:01.000000000
314,0 days 22:56:23.000000000
315,0 days 00:54:28.000000000
316,0 days 00:54:28.000000000
317,0 days 00:54:56.000000000
318,0 days 00:00:00.000000000
319,0 days 00:28:49.000000000
320,0 days 00:01:25.000000000
321,0 days 00:28:27.000000000
322,0 days 03:03:33.000000000
323,0 days 00:05:52.000000000
324,0 days 00:05:36.000000000
325,0 days 00:26:27.000000000
326,0 days 00:17:44.000000000
327,0 days 00:10:44.000000000
328,0 days 00:49:38.000000000
329,0 days 00:13:33.000000000
330,0 days 00:08:53.000000000
331,0 days 00:00:32.000000000
332,0 days 00:10:27.000000000
333,0 days 01:21:54.000000000
334,0 days 15:03:01.000000000
335,0 days 00:00:00.000000000
336,0 days 01:18:34.000000000
337,1 days 01:21:47.000000000
338,0 days 14:24:32.000000000
339,0 days 00:07:37.000000000
340,1 days 07:19:40.000000000
341,0 days 10:00:03.000000000
342,0 days 16:42:22.000000000
343,0 days 00:06:35.000000000
344,0 days 00:02:07.000000000
345,0 days 00:12:24.000000000
346,0 days 00:15:41.000000000
347,1 days 04:10:54.000000000
348,0 days 21:22:55.000000000
349,1 days 04:17:31.000000000
350,0 days 20:44:45.000000000
351,0 days 00:25:22.000000000
352,0 days 22:14:24.000000000
353,0 days 00:11:19.000000000
354,1 days 07:05:52.000000000
355,0 days 01:52:47.000000000
356,0 days 02:34:29.000000000
357,0 days 00:03:23.000000000
358,1 days 00:24:21.000000000
359,1 days 05:07:03.000000000
360,0 days 00:35:26.000000000
361,1 days 00:11:01.000000000
362,1 days 00:12:24.000000000
363,0 days 00:17:05.000000000
364,0 days 00:10:14.000000000
365,0 days 05:09:58.000000000
366,0 days 00:16:25.000000000
367,1 days 14:48:08.000000000
368,0 days 22:22:56.000000000
369,0 days 00:16:37.000000000
370,0 days 04:51:42.000000000
371,0 days 00:14:31.000000000
372,0 days 01:00:31.000000000
373,0 days 02:29:24.000000000
374,0 days 00:02:35.000000000
375,0 days 00:03:51.000000000
376,0 days 00:17:07.000000000
377,0 days 02:58:44.000000000
378,0 days 00:21:53.000000000
379,0 days 05:32:36.000000000
380,0 days 17:47:36.000000000
381,0 days 00:37:59.000000000
382,0 days 03:47:43.000000000
383,0 days 00:10:30.000000000
384,0 days 00:12:39.000000000
385,0 days 04:40:59.000000000
386,0 days 00:30:35.000000000
387,0 days 00:14:43.000000000
388,0 days 03:52:51.000000000
389,1 days 16:16:24.000000000
390,0 days 00:31:28.000000000
391,1 days 03:52:22.000000000
392,0 days 05:09:05.000000000
393,0 days 05:34:46.000000000
394,0 days 00:07:53.000000000
395,0 days 00:13:23.000000000
396,0 days 00:07:19.000000000
397,0 days 00:01:41.000000000
398,0 days 00:00:40.000000000
399,0 days 00:11:20.000000000
400,0 days 00:01:35.000000000
401,0 days 00:05:45.000000000
402,0 days 21:49:29.000000000
403,0 days 19:44:17.000000000
404,0 days 01:10:53.000000000
405,1 days 10:35:07.000000000
406,0 days 00:09:37.000000000
407,0 days 00:10:14.000000000
408,0 days 20:54:01.000000000
409,0 days 20:55:24.000000000
410,0 days 07:01:34.000000000
411,0 days 21:04:16.000000000
412,0 days 22:55:37.000000000
413,0 days 05:22:48.000000000
414,0 days 00:00:00.000000000
415,0 days 00:10:54.000000000
416,0 days 20:59:19.000000000
417,0 days 00:33:50.000000000
418,0 days 07:55:12.000000000
419,1 days 12:50:08.000000000
420,0 days 01:28:58.000000000
421,0 days 00:02:20.000000000
422,0 days 04:41:07.000000000
423,1 days 19:28:19.000000000
424,0 days 01:36:21.000000000
425,0 days 07:34:38.000000000
426,0 days 00:23:37.000000000
427,0 days 04:00:37.000000000
428,0 days 23:58:14.000000000
429,0 days 00:05:35.000000000
430,0 days 00:34:31.000000000
431,0 days 00:19:57.000000000
432,0 days 00:07:18.000000000
433,0 days 11:17:13.000000000
434,1 days 06:05:39.000000000
435,0 days 01:06:36.000000000
436,0 days 08:03:08.000000000
437,0 days 00:00:00.000000000
438,1 days 08:27:13.000000000
439,0 days 23:03:54.000000000
440,0 days 01:10:29.000000000
441,0 days 00:38:36.000000000
442,0 days 00:17:37.000000000
443,1 days 08:20:32.000000000
444,0 days 00:12:41.000000000
445,0 days 00:39:44.000000000
446,0 days 22:17:53.000000000
447,0 days 00:04:45.000000000
448,0 days 00:12:18.000000000
449,0 days 00:08:48.000000000
450,0 days 00:34:35.000000000
451,0 days 00:02:53.000000000
452,0 days 00:21:49.000000000
453,0 days 00:01:23.000000000
454,0 days 00:21:04.000000000
455,0 days 00:12:55.000000000
456,1 days 08:45:46.000000000
457,0 days 00:05:51.000000000
458,0 days 01:25:55.000000000
459,1 days 12:43:37.000000000
460,0 days 00:56:25.000000000
461,0 days 00:09:00.000000000
462,0 days 00:14:04.000000000
463,0 days 00:12:37.000000000
464,0 days 00:22:04.000000000
465,1 days 04:00:10.000000000
466,1 days 02:31:18.000000000
467,0 days 00:40:40.000000000
468,0 days 13:20:46.000000000
469,0 days 00:26:53.000000000
470,1 days 09:57:12.000000000
471,1 days 22:37:29.000000000
472,1 days 16:06:57.000000000
473,1 days 17:59:36.000000000
474,0 days 06:34:32.000000000
475,0 days 16:48:44.000000000
476,0 days 09:56:01.000000000
477,0 days 00:32:10.000000000
478,0 days 10:15:42.000000000
479,0 days 00:05:28.000000000
480,1 days 11:21:26.000000000
481,1 days 13:16:22.000000000
482,0 days 15:11:58.000000000
483,1 days 10:05:11.000000000
484,1 days 15:35:34.000000000
485,0 days 00:08:56.000000000
486,0 days 00:02:08.000000000
487,0 days 20:15:56.000000000
488,0 days 00:03:01.000000000
489,1 days 12:12:11.000000000
490,0 days 11:28:02.000000000
491,0 days 12:37:23.000000000
492,0 days 00:06:54.000000000
493,2 days 09:49:24.000000000
494,0 days 00:03:24.000000000
495,0 days 22:37:53.000000000
496,0 days 00:45:11.000000000
497,0 days 13:08:08.000000000
498,0 days 00:49:46.000000000
499,0 days 08:24:08.000000000
500,0 days 00:30:45.000000000
501,0 days 00:01:17.000000000
502,0 days 00:13:04.000000000
503,0 days 00:48:00.000000000
504,1 days 00:57:14.000000000
505,1 days 22:30:53.000000000
506,0 days 00:45:25.000000000
507,0 days 00:01:05.000000000
508,0 days 18:18:59.000000000
509,0 days 15:53:32.000000000
510,0 days 00:44:31.000000000
511,0 days 21:23:54.000000000
512,0 days 00:04:22.000000000
513,0 days 00:06:18.000000000
514,0 days 00:09:55.000000000
515,0 days 22:14:17.000000000
516,0 days 00:00:00.000000000
517,0 days 16:01:49.000000000
518,0 days 00:07:00.000000000
519,0 days 01:12:43.000000000
520,0 days 13:04:34.000000000
521,0 days 00:53:41.000000000
522,0 days 00:50:38.000000000
523,0 days 00:08:31.000000000
524,0 days 00:04:50.000000000
525,2 days 03:07:30.000000000
526,0 days 00:00:00.000000000
527,0 days 00:23:29.000000000
528,0 days 00:09:47.000000000
529,1 days 14:34:01.000000000
530,0 days 01:07:16.000000000
531,1 days 14:25:27.000000000
532,0 days 19:43:05.000000000
533,0 days 14:22:11.000000000
534,1 days 00:26:10.000000000
535,2 days 01:48:17.000000000
536,0 days 21:29:39.000000000
537,0 days 17:40:09.000000000
538,0 days 00:12:22.000000000
539,0 days 16:55:50.000000000
540,0 days 19:30:25.000000000
541,1 days 00:03:13.000000000
542,1 days 04:37:00.000000000
543,0 days 15:34:58.000000000
544,0 days 00:27:59.000000000
545,0 days 00:34:47.000000000
546,0 days 00:33:46.000000000
547,0 days 00:23:58.000000000
548,0 days 00:06:40.000000000
549,0 days 01:51:19.000000000
550,0 days 00:01:27.000000000
551,0 days 00:38:55.000000000
552,0 days 16:27:15.000000000
553,0 days 21:13:10.000000000
554,0 days 00:22:11.000000000
555,0 days 00:09:45.000000000
556,0 days 22:23:33.000000000
557,1 days 22:05:47.000000000
558,0 days 00:20:19.000000000
559,1 days 21:07:43.000000000
560,0 days 04:35:58.000000000
561,0 days 01:27:03.000000000
562,0 days 00:32:57.000000000
563,0 days 02:08:49.000000000
565,2 days 03:32:30.000000000
566,1 days 05:51:35.000000000
567,0 days 07:07:26.000000000
568,0 days 00:12:35.000000000
569,0 days 00:30:28.000000000
570,0 days 05:22:09.000000000
571,1 days 00:57:33.000000000
572,2 days 01:01:34.000000000
573,0 days 00:00:00.000000000
574,0 days 01:33:56.000000000
575,1 days 20:05:13.000000000
576,0 days 00:26:25.000000000
577,0 days 01:46:23.000000000
578,1 days 00:07:42.000000000
579,0 days 00:04:08.000000000
580,0 days 00:51:33.000000000
581,0 days 00:24:31.000000000
583,2 days 06:09:58.000000000
585,0 days 03:06:49.000000000
586,0 days 00:54:42.000000000
587,0 days 00:03:32.000000000
588,1 days 22:02:41.000000000
589,0 days 08:10:06.000000000
590,0 days 06:54:27.000000000
591,0 days 00:06:13.000000000
592,0 days 03:39:52.000000000
593,0 days 00:37:21.000000000
594,2 days 05:18:36.000000000
595,0 days 02:46:33.000000000
596,0 days 00:00:29.000000000
597,0 days 00:03:00.000000000
598,0 days 00:16:35.000000000
599,0 days 00:12:15.000000000
600,0 days 00:01:14.000000000
601,0 days 00:00:33.000000000
602,0 days 22:01:14.000000000
603,2 days 02:42:14.000000000
604,2 days 00:23:53.000000000
605,2 days 07:59:28.000000000
606,0 days 08:25:45.000000000
607,2 days 03:50:58.000000000
608,0 days 23:03:26.000000000
609,0 days 04:04:59.000000000
610,0 days 00:42:13.000000000
611,0 days 00:57:40.000000000
612,0 days 00:42:45.000000000
614,0 days 00:41:21.000000000
615,0 days 00:05:22.000000000
616,0 days 06:34:59.000000000
617,0 days 00:09:41.000000000
618,1 days 07:59:58.000000000
619,2 days 10:42:26.000000000
620,0 days 00:36:46.000000000
621,0 days 01:59:40.000000000
622,0 days 00:16:40.000000000
623,0 days 02:05:40.000000000
624,0 days 00:40:23.000000000
625,2 days 00:34:44.000000000
626,0 days 00:07:11.000000000
627,0 days 00:52:31.000000000
628,0 days 04:48:24.000000000
629,0 days 23:03:07.000000000
630,1 days 04:54:20.000000000
631,0 days 01:19:04.000000000
632,0 days 22:08:17.000000000
633,0 days 00:09:32.000000000
634,0 days 00:24:44.000000000
635,0 days 00:14:20.000000000
636,2 days 00:49:54.000000000
637,2 days 00:19:41.000000000
638,2 days 15:30:45.000000000
639,2 days 00:00:51.000000000
640,0 days 00:03:45.000000000
641,0 days 01:27:44.000000000
642,2 days 06:33:17.000000000
643,0 days 00:02:02.000000000
644,0 days 00:11:36.000000000
645,1 days 05:06:41.000000000
647,0 days 01:04:55.000000000
648,0 days 00:24:12.000000000
649,0 days 00:33:31.000000000
650,0 days 01:11:29.000000000
651,0 days 03:39:26.000000000
652,2 days 08:07:03.000000000
653,0 days 14:11:46.000000000
655,0 days 00:08:33.000000000
656,0 days 00:36:34.000000000
657,0 days 00:05:32.000000000
658,1 days 01:29:40.000000000
659,1 days 09:04:21.000000000
660,0 days 05:31:10.000000000
661,0 days 00:22:52.000000000
662,2 days 12:17:02.000000000
663,0 days 04:25:20.000000000
664,0 days 00:05:28.000000000
665,0 days 01:19:42.000000000
666,0 days 12:54:37.000000000
667,0 days 01:46:04.000000000
668,0 days 12:19:43.000000000
669,0 days 01:14:44.000000000
670,2 days 01:36:39.000000000
671,2 days 06:32:53.000000000
672,2 days 15:12:48.000000000
673,0 days 00:03:31.000000000
674,0 days 12:20:12.000000000
675,0 days 13:29:48.000000000
676,0 days 21:31:56.000000000
677,0 days 02:34:46.000000000
678,2 days 18:33:08.000000000
679,1 days 15:07:32.000000000
680,1 days 00:02:36.000000000
681,0 days 18:32:59.000000000
682,0 days 00:05:40.000000000
683,1 days 13:39:48.000000000
684,1 days 22:18:11.000000000
685,0 days 16:41:41.000000000
686,0 days 08:55:30.000000000
687,1 days 07:23:25.000000000
688,0 days 00:01:07.000000000
689,0 days 23:32:14.000000000
690,0 days 22:27:52.000000000
691,0 days 16:39:00.000000000
692,0 days 01:30:50.000000000
693,0 days 19:47:05.000000000
694,1 days 19:02:38.000000000
695,0 days 13:15:41.000000000
696,0 days 00:32:14.000000000
697,0 days 17:28:36.000000000
698,2 days 18:09:38.000000000
699,0 days 00:52:19.000000000
700,0 days 00:43:01.000000000
701,0 days 17:23:12.000000000
702,0 days 18:45:40.000000000
703,2 days 19:04:09.000000000
704,0 days 00:10:39.000000000
705,0 days 00:03:25.000000000
706,0 days 14:32:16.000000000
707,1 days 00:51:12.000000000
708,0 days 00:38:58.000000000
709,1 days 16:47:59.000000000
710,0 days 14:46:02.000000000
711,1 days 16:34:20.000000000
712,0 days 00:05:34.000000000
713,0 days 12:47:54.000000000
714,1 days 15:02:59.000000000
715,0 days 00:06:59.000000000
716,0 days 00:13:44.000000000
717,2 days 16:06:44.000000000
718,0 days 00:02:42.000000000
719,0 days 12:13:53.000000000
720,1 days 02:22:24.000000000
721,0 days 00:18:58.000000000
722,0 days 00:02:37.000000000
723,0 days 19:39:24.000000000
724,1 days 15:21:12.000000000
725,2 days 19:49:08.000000000
726,3 days 04:26:28.000000000
727,0 days 02:23:41.000000000
728,1 days 00:07:45.000000000
729,2 days 18:05:07.000000000
730,0 days 00:34:35.000000000
731,0 days 00:26:34.000000000
732,0 days 03:33:47.000000000
733,1 days 21:58:54.000000000
734,0 days 00:11:45.000000000
735,3 days 06:06:34.000000000
736,2 days 15:20:31.000000000
737,0 days 01:34:00.000000000
738,1 days 23:09:10.000000000
739,1 days 22:14:20.000000000
740,0 days 16:44:34.000000000
741,1 days 23:24:10.000000000
742,0 days 00:53:32.000000000
743,0 days 00:49:09.000000000
744,3 days 03:51:15.000000000
745,0 days 04:34:51.000000000
746,2 days 00:18:16.000000000
747,1 days 02:53:47.000000000
748,0 days 19:46:45.000000000
749,0 days 03:34:10.000000000
750,0 days 18:55:32.000000000
751,0 days 17:39:24.000000000
752,0 days 00:07:28.000000000
753,0 days 00:03:46.000000000
754,1 days 00:36:48.000000000
755,3 days 01:17:47.000000000
756,0 days 00:18:51.000000000
757,0 days 00:03:44.000000000
758,0 days 00:03:38.000000000
759,1 days 03:13:02.000000000
760,0 days 02:06:21.000000000
761,1 days 17:24:39.000000000
762,0 days 02:19:37.000000000
763,0 days 00:43:44.000000000
764,3 days 04:58:49.000000000
765,0 days 00:01:45.000000000
766,0 days 00:02:32.000000000
767,1 days 01:24:44.000000000
768,3 days 15:08:59.000000000
769,0 days 22:02:43.000000000
770,1 days 00:21:49.000000000
771,0 days 00:12:53.000000000
772,1 days 23:53:02.000000000
773,0 days 18:00:14.000000000
774,0 days 00:26:03.000000000
775,1 days 06:35:35.000000000
776,0 days 04:08:33.000000000
777,0 days 00:14:27.000000000
778,0 days 00:16:48.000000000
779,0 days 16:06:57.000000000
780,2 days 23:43:21.000000000
781,3 days 07:34:11.000000000
782,0 days 00:15:09.000000000
783,0 days 00:00:49.000000000
784,0 days 00:11:13.000000000
785,2 days 22:55:21.000000000
786,0 days 01:43:24.000000000
787,0 days 00:26:51.000000000
788,0 days 00:12:30.000000000
789,0 days 00:54:25.000000000
790,3 days 05:56:58.000000000
791,0 days 00:00:35.000000000
792,0 days 17:56:58.000000000
793,0 days 19:39:45.000000000
794,3 days 05:46:46.000000000
795,0 days 01:36:35.000000000
796,1 days 09:33:13.000000000
797,0 days 09:20:49.000000000
798,0 days 00:17:19.000000000
799,0 days 00:00:00.000000000
800,2 days 23:37:21.000000000
801,0 days 00:12:49.000000000
802,0 days 02:24:51.000000000
803,3 days 09:31:55.000000000
804,0 days 09:41:15.000000000
805,0 days 03:52:20.000000000
806,0 days 00:02:09.000000000
807,2 days 04:04:20.000000000
808,1 days 22:30:52.000000000
809,3 days 01:34:34.000000000
810,0 days 00:13:06.000000000
811,0 days 00:27:43.000000000
812,0 days 00:25:01.000000000
813,3 days 08:43:51.000000000
814,1 days 00:05:08.000000000
815,0 days 00:08:00.000000000
816,0 days 00:23:34.000000000
817,0 days 00:02:22.000000000
818,0 days 01:07:35.000000000
819,0 days 00:07:35.000000000
820,3 days 09:36:55.000000000
821,0 days 00:18:50.000000000
822,0 days 00:13:17.000000000
823,0 days 00:05:06.000000000
824,0 days 00:04:51.000000000
825,0 days 00:16:24.000000000
826,0 days 03:56:42.000000000
827,2 days 10:52:39.000000000
828,0 days 00:12:38.000000000
829,0 days 00:54:22.000000000
830,0 days 01:51:56.000000000
831,0 days 14:43:46.000000000
832,0 days 00:18:26.000000000
833,0 days 13:46:53.000000000
834,0 days 00:05:37.000000000
835,3 days 00:51:40.000000000
836,0 days 01:01:28.000000000
837,3 days 13:24:10.000000000
838,0 days 00:42:06.000000000
839,0 days 00:24:13.000000000
840,0 days 08:34:27.000000000
841,0 days 00:46:37.000000000
842,0 days 10:37:08.000000000
843,1 days 00:29:41.000000000
844,2 days 05:34:45.000000000
845,0 days 00:05:00.000000000
846,0 days 00:11:25.000000000
847,2 days 02:31:03.000000000
848,0 days 00:04:26.000000000
849,0 days 15:32:22.000000000
850,2 days 15:27:23.000000000
851,1 days 12:12:15.000000000
852,3 days 11:08:03.000000000
853,3 days 22:05:39.000000000
854,0 days 21:57:50.000000000
855,0 days 09:56:48.000000000
856,0 days 00:00:31.000000000
857,2 days 00:21:15.000000000
858,0 days 00:08:17.000000000
859,0 days 00:37:51.000000000
860,1 days 19:27:52.000000000
861,3 days 14:33:17.000000000
862,0 days 22:55:39.000000000
863,2 days 11:32:47.000000000
864,0 days 00:00:00.000000000
865,0 days 23:38:27.000000000
866,2 days 00:38:08.000000000
867,0 days 01:59:58.000000000
868,1 days 13:43:31.000000000
869,0 days 11:16:09.000000000
870,0 days 08:34:29.000000000
871,0 days 00:15:00.000000000
872,0 days 00:17:58.000000000
873,0 days 00:20:38.000000000
874,2 days 00:26:42.000000000
875,0 days 09:47:10.000000000
876,4 days 00:15:28.000000000
877,0 days 00:09:05.000000000
878,0 days 00:04:04.000000000
879,1 days 00:51:41.000000000
880,0 days 18:25:11.000000000
881,0 days 11:27:55.000000000
882,0 days 00:06:25.000000000
883,0 days 00:31:33.000000000
884,0 days 21:42:27.000000000
885,0 days 00:06:15.000000000
